"character","age_m_valar","age_f_valar","nr_m_valar","nr_f_valar","nr_m_conc","nr_f_conc","m_valar_users","f_valar_users","valence","arousal","dominance","concreteness","imageability","significance","origin","valence_m","arousal_m","dominance_m","concreteness_m","imageability_m","significance_m","origin_m","valence_f","arousal_f","dominance_f","concreteness_f","imageability_f","significance_f","origin_f","tones"
"呼","27.9375","29.8214285714286","32","28","21","22","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,21,5,32,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","5.35483870967742","4.93548387096774","5.41935483870968","4.77272727272727","4.77272727272727","5.13636363636364","5.09090909090909","5.4375","5.75","5.625","4.14285714285714","5.33333333333333","5.85714285714286","5.19047619047619","5.35714285714286","4.10714285714286","5.21428571428571","5.27272727272727","4.36363636363636","4.45454545454545","5","4"
"故","28.0322580645161","30.3076923076923","31","26","22","22","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,5,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","4.85","4.43333333333333","4.85","5.65909090909091","4.68181818181818","5.54545454545455","4.45454545454545","5.09677419354839","4.96774193548387","5.09677419354839","5.13636363636364","5.22727272727273","6","4.59090909090909","4.69230769230769","3.88461538461538","4.73076923076923","6.18181818181818","4.13636363636364","5.09090909090909","4.31818181818182","4"
"创","28.1875","29.9259259259259","32","27","21","23","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,21,5,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","6.16129032258065","5.5","5.79032258064516","5.37777777777778","4.73333333333333","5.37777777777778","5.42222222222222","6.09375","5.84375","5.875","4.95238095238095","4.80952380952381","5.61904761904762","5.57142857142857","6.37037037037037","5.07407407407407","5.59259259259259","5.95652173913043","4.82608695652174","5.34782608695652","5.47826086956522","1"
"称","28.0322580645161","30.1851851851852","31","27","21","22","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,5,32,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","5.28333333333333","4.51666666666667","5.16666666666667","5.02325581395349","4.86046511627907","5.3953488372093","5.74418604651163","5.32258064516129","5.06451612903226","5.35483870967742","4.76190476190476","5.19047619047619","5.95238095238095","5.61904761904762","5.33333333333333","3.85185185185185","4.96296296296296","5.27272727272727","4.54545454545455","4.86363636363636","5.86363636363636","4"
"石","28","30.3076923076923","33","26","21","22","3,7,9,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20000,20007,tr-60003","2,1,21,5,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","5","4.0983606557377","4.9672131147541","2.41860465116279","7.34883720930233","5.46511627906977","4.97674418604651","5.15151515151515","4.84848484848485","5.3030303030303","3","6.71428571428571","5.04761904761905","4.23809523809524","4.88461538461539","3.15384615384615","4.61538461538461","1.86363636363636","7.95454545454545","5.86363636363636","5.68181818181818","4"
"侬","28.1875","30.1851851851852","32","27","21","22","3,7,9,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,5,32,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","5.13114754098361","4.0983606557377","4.85245901639344","5.55813953488372","3.86046511627907","4.18604651162791","4.95348837209302","5.21875","4.84375","5.21875","5.42857142857143","4.19047619047619","4.47619047619048","5","5.03703703703704","3.18518518518519","4.55555555555556","5.68181818181818","3.54545454545455","3.90909090909091","4.90909090909091","2"
"俚","28.0322580645161","29.9259259259259","31","27","22","23","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,21,5,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","4.63333333333333","4.08333333333333","4.41666666666667","6.06666666666667","3.88888888888889","4.06666666666667","5.11111111111111","4.61290322580645","4.64516129032258","4.32258064516129","5.72727272727273","4.31818181818182","4.22727272727273","5.09090909090909","4.7037037037037","3.40740740740741","4.40740740740741","6.39130434782609","3.47826086956522","3.91304347826087","5.1304347826087","3"
"容","28.2333333333333","30.3076923076923","30","26","21","22","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20007,tr-60003","2,1,21,5,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","5.71186440677966","4.03389830508475","5.16949152542373","5.20454545454545","4.68181818181818","5.04545454545455","4.72727272727273","5.93333333333333","4.63333333333333","5.03333333333333","4.85714285714286","5.38095238095238","5.61904761904762","4.95238095238095","5.53846153846154","3.30769230769231","5.19230769230769","5.72727272727273","4.18181818181818","4.68181818181818","4.68181818181818","2"
"细","28","29.9259259259259","32","27","22","21","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,30000,tr-60003","2,1,21,21,5,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","4.55737704918033","3.90163934426229","4.49180327868852","4.57777777777778","5.91111111111111","4.68888888888889","5.17777777777778","4.65625","4.53125","4.625","4.86363636363636","5.77272727272727","5.13636363636364","4.72727272727273","4.48148148148148","3.07407407407407","4.22222222222222","4.47619047619048","5.90476190476191","4.28571428571429","5.47619047619048","4"
"慢","27.84375","30.3076923076923","32","26","21","22","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20000,20007,tr-60003","2,1,21,5,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","3.90163934426229","3.42622950819672","4.11475409836066","4.91111111111111","5.33333333333333","4.95555555555556","4.86666666666667","3.75","4.3125","4.21875","4.80952380952381","5.33333333333333","5.14285714285714","4.85714285714286","4.03846153846154","2.23076923076923","3.92307692307692","5.13636363636364","5.54545454545455","4.81818181818182","5.04545454545455","2"
"竟","28.0322580645161","30.1851851851852","31","27","21","21","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,5,32,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","5.01639344262295","5.13114754098361","5.16393442622951","6.45238095238095","3.76190476190476","4.80952380952381","5.45238095238095","4.96774193548387","5.32258064516129","5.2258064516129","6.19047619047619","4.28571428571429","5.14285714285714","5.23809523809524","5.18518518518519","4.85185185185185","5.11111111111111","6.71428571428571","3.23809523809524","4.47619047619048","5.66666666666667","4"
"离","28.0322580645161","30.3076923076923","31","26","21","22","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,5,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","3.45","4.7","4.35","5.68888888888889","4.86666666666667","5.28888888888889","4.95555555555556","3.96774193548387","5.06451612903226","4.64516129032258","5.19047619047619","5.14285714285714","5.38095238095238","4.80952380952381","2.92307692307692","4.15384615384615","3.92307692307692","6","4.68181818181818","5","4.90909090909091","1"
"阳","28.1875","30.1851851851852","32","27","21","24","3,7,9,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,5,32,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","7.01639344262295","5.95081967213115","6.21311475409836","3.44444444444444","6.35555555555556","6.31111111111111","4.11111111111111","6.875","6.21875","6.4375","3.23809523809524","6.09523809523809","6.52380952380952","4.09523809523809","7.37037037037037","5.7037037037037","6.11111111111111","3.625","6.58333333333333","6.125","4.125","2"
"项","27.84375","30.1851851851852","32","27","21","22","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20000,20007,tr-60003","2,1,21,5,32,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","5.22950819672131","4.31147540983607","5.29508196721311","6","3.93023255813953","4.97674418604651","5.65116279069767","5.15625","4.8125","5.5","6.14285714285714","4.47619047619048","5.76190476190476","5.61904761904762","5.40740740740741","3.7037037037037","4.96296296296296","5.86363636363636","3.40909090909091","4.22727272727273","5.68181818181818","4"
"央","28.0322580645161","30.3076923076923","31","26","21","21","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20007,tr-60003","2,1,21,5,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","5.56666666666667","4.43333333333333","5.11666666666667","5.44186046511628","4.51162790697674","5.16279069767442","4.86046511627907","5.58064516129032","5.03225806451613","5.58064516129032","5.23809523809524","5.23809523809524","5.66666666666667","5.19047619047619","5.61538461538461","3.65384615384615","4.53846153846154","5.85714285714286","3.95238095238095","4.85714285714286","4.71428571428571","1"
"华","27.6666666666667","29.8214285714286","33","28","21","23","3,7,9,30,31,41,11,201,35,35,560,787,845,n-90,10003,10009,10009,n-90,10001,tr-10008,10005,10006,10036,10706,10809,10809,10809,20000,20000,20000,20000,20007,tr-60003","2,1,21,21,5,32,32,33,8,20,72,550,667,502,789,n-5,10004,10007,10002,10024,10023,10022,n-32,10035,10000,10705,20003,60010","6.359375","4.828125","5.5625","5.84444444444444","4.55555555555556","5.57777777777778","5.08888888888889","6.12121212121212","5.21212121212121","5.57575757575758","5.76190476190476","5","5.95238095238095","4.80952380952381","6.53571428571429","4.07142857142857","5.32142857142857","5.95652173913043","4.21739130434783","5.34782608695652","5.39130434782609","2"
"呢","28.0869565217391","30","23","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","5.01923076923077","3.96153846153846","4.32692307692308","6.71794871794872","2.92307692307692","4.30769230769231","4.56410256410256","4.52173913043478","4.65217391304348","4.39130434782609","6.15","3.5","5.15","4.9","5.44444444444444","3.37037037037037","4.22222222222222","7.31578947368421","2.31578947368421","3.42105263157895","4.21052631578947",""
"伲","28.0869565217391","30","23","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","4.96078431372549","3.92156862745098","4.56862745098039","6","4.15","4.5","4.95","4.95652173913043","4.60869565217391","4.56521739130435","5","5.2","5.1","5","4.96296296296296","3.2962962962963","4.55555555555556","7.05263157894737","2.89473684210526","4","4.78947368421053","3"
"俭","27.8333333333333","30","24","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","5.28846153846154","4.09615384615385","4.55769230769231","5.58974358974359","4.61538461538461","5.84615384615385","5.28205128205128","5.16666666666667","4.79166666666667","4.58333333333333","4.95","4.8","6.45","5","5.40740740740741","3.44444444444444","4.51851851851852","6.26315789473684","4.42105263157895","5.21052631578947","5.57894736842105","3"
"恶","28.0869565217391","30","23","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","1.84313725490196","5.84313725490196","4.52941176470588","5.87179487179487","4.92307692307692","5","3.58974358974359","2.04347826086957","6","4.43478260869565","5.3","4.8","5.3","3.8","1.62962962962963","5.66666666666667","4.59259259259259","6.47368421052632","5.05263157894737","4.68421052631579","3.36842105263158","3"
"儿","27.8333333333333","30","24","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","5.67924528301887","4.66037735849057","4.33962264150943","3.71794871794872","6.23076923076923","6.17948717948718","4.97435897435897","5.83333333333333","5.66666666666667","4.79166666666667","3.7","6.8","6.7","4.95","5.59259259259259","3.66666666666667","3.85185185185185","3.73684210526316","5.63157894736842","5.63157894736842","5","2"
"专","28.0869565217391","29.8928571428571","23","28","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","5.67307692307692","4.92307692307692","5.65384615384615","5.875","4.275","5.9","5.775","5.56521739130435","5.60869565217391","5.30434782608696","5.55","4.5","5.8","5.5","5.78571428571429","4.35714285714286","5.96428571428571","6.10526315789474","4.21052631578947","5.84210526315789","5.89473684210526","1"
"志","28.04","30","25","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","6.7962962962963","5.57407407407407","5.90740740740741","5.825","4.475","6.225","4.65","6.88","6.36","6.04","5.25","5","6.4","4.05","6.74074074074074","4.74074074074074","5.7037037037037","6.68421052631579","4.10526315789474","6.31578947368421","5.47368421052632","4"
"案","28.0869565217391","30","23","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","4.52941176470588","4.11764705882353","4.54901960784314","4.5609756097561","5.14634146341463","5.65853658536585","5.65853658536585","4.69565217391304","4.60869565217391","4.78260869565217","4.3","5.45","5.75","4.8","4.37037037037037","3.66666666666667","4.33333333333333","4.84210526315789","4.73684210526316","5.42105263157895","6.52631578947368","4"
"香","28.2916666666667","30","24","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","6.66037735849057","5.62264150943396","5.35849056603774","4.87179487179487","5.82051282051282","5.69230769230769","3.58974358974359","6.45833333333333","6.41666666666667","5.83333333333333","4","5.65","5.85","3.7","6.81481481481481","4.74074074074074","4.92592592592593","5.78947368421053","6","5.52631578947368","3.47368421052632","1"
"绝","28.0869565217391","30","23","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","4.29411764705882","5.19607843137255","4.88235294117647","6.07692307692308","4.41025641025641","5.23076923076923","5.02564102564103","4.30434782608696","5.56521739130435","5.21739130434783","5.4","5.05","5.45","5.4","4.25925925925926","4.88888888888889","4.59259259259259","6.78947368421053","3.73684210526316","5","4.63157894736842","2"
"乱","28.0869565217391","30","23","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","2.62745098039216","5.56862745098039","3.86274509803922","5.30769230769231","4.94871794871795","5.23076923076923","4.46153846153846","2.56521739130435","5.73913043478261","3.52173913043478","5.1","5.05","5.8","4.65","2.66666666666667","5.37037037037037","4.11111111111111","5.52631578947368","4.84210526315789","4.63157894736842","4.26315789473684","4"
"核","28.2916666666667","29.8928571428571","24","28","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","4.71698113207547","4.67924528301887","5.15094339622642","4.02564102564103","5.30769230769231","5.97435897435897","5.46153846153846","4.29166666666667","5.66666666666667","5.375","4.05","5.8","6.45","5","5.07142857142857","3.82142857142857","4.96428571428571","4","4.78947368421053","5.47368421052632","5.94736842105263","1"
"脸","28.0869565217391","30","23","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","5.52941176470588","4.3921568627451","5.25490196078431","2.51219512195122","7.19512195121951","6.80487804878049","5.14634146341463","5.56521739130435","5.34782608695652","5.52173913043478","3.25","6.7","6.95","5.6","5.51851851851852","3.55555555555556","5.03703703703704","1.89473684210526","7.52631578947368","6.52631578947368","4.78947368421053","3"
"散","28.0869565217391","29.8928571428571","23","28","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","3.92307692307692","4.25","4.46153846153846","4.9","4.8","4.6","5.025","4","4.73913043478261","4.8695652173913","4.8","5.3","5.35","5","3.82142857142857","3.82142857142857","4.10714285714286","5.21052631578947","4.47368421052632","4","5.26315789473684","1"
"跟","28.2916666666667","30","24","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","4.75471698113208","4.32075471698113","4.83018867924528","4.94871794871795","5.02564102564103","4.92307692307692","5.43589743589744","4.83333333333333","4.79166666666667","4.91666666666667","5","5.3","5.35","5.25","4.66666666666667","3.74074074074074","4.59259259259259","4.89473684210526","4.73684210526316","4.47368421052632","5.63157894736842","1"
"惊","28.0869565217391","29.8275862068966","23","29","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10021,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","3.69811320754717","6.37735849056604","4.18867924528302","6.09756097560976","5.4390243902439","5.70731707317073","3.75609756097561","3.78260869565217","6.1304347826087","4.08695652173913","6","5.55","5.95","4.4","3.58620689655172","6.55172413793103","4.24137931034483","6.10526315789474","5.36842105263158","5.42105263157895","3.36842105263158","1"
"致","28.04","30","25","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","5.55555555555556","4.57407407407407","5.27777777777778","6.35","3.3","5.15","5.425","5.64","5.56","5.4","6.4","4.05","5.95","5.7","5.37037037037037","3.51851851851852","5.03703703703704","6.26315789473684","2.52631578947368","4.31578947368421","5.05263157894737","4"
"侈","28.0869565217391","29.8928571428571","23","28","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","4.17307692307692","4.90384615384615","4.96153846153846","5.79487179487179","4.12820512820513","4.46153846153846","5.25641025641026","4","5.30434782608696","4.60869565217391","5.1","4.45","4.9","5.15","4.28571428571429","4.57142857142857","5.25","6.52631578947368","3.78947368421053","4","5.36842105263158","3"
"速","28.0869565217391","30","23","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","5.66666666666667","5.70588235294118","5.52941176470588","5","5.58974358974359","5.74358974358974","5.56410256410256","5.60869565217391","6.17391304347826","5.69565217391304","4.05","6.3","5.85","5.6","5.74074074074074","5.33333333333333","5.40740740740741","6","4.84210526315789","5.63157894736842","5.52631578947368","4"
"爱","28.04","29.8275862068966","25","29","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10021,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","7.74545454545455","6.85454545454545","6.32727272727273","6.35","6.2","7.85","2.325","7.4","7.36","6.4","5.65","5.85","7.55","2.6","8.06896551724138","6.41379310344828","6.31034482758621","6.94736842105263","6.42105263157895","8.10526315789474","2.10526315789474","4"
"怪","27.8333333333333","29.8928571428571","24","28","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","3.7037037037037","4.74074074074074","4.38888888888889","5.65","5.1","4.9","4.35","3.70833333333333","5.25","4.375","5.3","5.8","5.55","4.8","3.67857142857143","4.10714285714286","4.32142857142857","6.26315789473684","4.57894736842105","4.42105263157895","4.05263157894737","4"
"较","28.0869565217391","30","23","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","5.11538461538461","4.55769230769231","4.73076923076923","6.25","4.325","5.325","5.475","5.1304347826087","4.95652173913043","4.78260869565217","6.25","4.9","5.4","5.6","5.11111111111111","4.18518518518519","4.66666666666667","6.21052631578947","3.89473684210526","5.05263157894737","5.57894736842105","4"
"红","27.8333333333333","29.8928571428571","24","28","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","6.16666666666667","5.48148148148148","5.62962962962963","3.28205128205128","6.79487179487179","6.07692307692308","4.69230769230769","6.16666666666667","5.875","5.83333333333333","3.25","6.35","6.25","5.1","6.21428571428571","5.14285714285714","5.5","3.31578947368421","7.26315789473684","5.89473684210526","4.26315789473684","1"
"念","27.8333333333333","30","24","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","5.28301886792453","4.50943396226415","5.28301886792453","5.61538461538461","4.84615384615385","5.20512820512821","4.43589743589744","5.125","5.29166666666667","5.375","5.2","4.75","5.15","4.2","5.44444444444444","3.7037037037037","5.11111111111111","6.05263157894737","4.94736842105263","5.26315789473684","4.68421052631579","4"
"傀","28.04","29.8928571428571","25","28","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","2.87272727272727","4.56363636363636","3.03636363636364","5.84615384615385","4.20512820512821","3.97435897435897","4.53846153846154","3.08","5.08","3.36","5.65","4.65","4.4","4.3","2.75","3.89285714285714","2.82142857142857","6.05263157894737","3.73684210526316","3.52631578947368","4.78947368421053","1"
"危","28.04","30","25","27","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,10705,20007,20003,60010","2.37037037037037","5.81481481481481","3.46296296296296","6.075","4.825","6.4","4.7","2.36","5.96","3.32","6","4.95","6.6","4.7","2.33333333333333","5.51851851851852","3.62962962962963","6.05263157894737","4.78947368421053","6.10526315789474","4.47368421052632","1"
"村","27.8333333333333","29.8928571428571","24","28","20","19","3,7,9,30,31,41,35,11,201,560,787,845,10003,10009,n-90,10001,tr-10008,10005,10006,10036,10706,20000,30000,tr-60003","2,1,21,8,32,5,33,20,72,550,789,502,667,n-5,10004,10007,10002,10023,10022,10024,10035,10000,n-32,n-32,10705,20007,20003,60010","4.90740740740741","4.11111111111111","4.68518518518519","2.97435897435897","6.43589743589744","5.79487179487179","5.20512820512821","5","5.08333333333333","5.04166666666667","3.4","6.3","6","5.5","4.75","3.17857142857143","4.32142857142857","2.52631578947368","6.57894736842105","5.57894736842105","4.89473684210526","1"
